Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
153,Will the increase of river shuttle directly cause steering confidence during paddle outings?,No,Will river shuttle cause the increase of paddle outings which in turn causes the increase of steering confidence?,Yes,B_D,river shuttle,paddle outings,steering confidence
154,Will the increase of archive membership directly cause source familiarity during record searches?,No,Will archive membership cause the increase of record searches which in turn causes the increase of source familiarity?,Yes,B_D,archive membership,record searches,source familiarity
155,Will the increase of library voucher directly cause vocabulary growth during reading blocks?,No,Will library voucher cause the increase of reading blocks which in turn causes the increase of vocabulary growth?,Yes,B_D,library voucher,reading blocks,vocabulary growth
156,Will the increase of gallery entry directly cause palette sense during exhibit tours?,No,Will gallery entry cause the increase of exhibit tours which in turn causes the increase of palette sense?,Yes,B_D,gallery entry,exhibit tours,palette sense
157,Will the increase of hall booking directly cause blend precision during chorus runs?,No,Will hall booking cause the increase of chorus runs which in turn causes the increase of blend precision?,Yes,B_D,hall booking,chorus runs,blend precision
158,Will the increase of garden permit directly cause soil knowledge during planting rounds?,No,Will garden permit cause the increase of planting rounds which in turn causes the increase of soil knowledge?,Yes,B_D,garden permit,planting rounds,soil knowledge
159,Will the increase of maker voucher directly cause joint reliability during solder builds?,No,Will maker voucher cause the increase of solder builds which in turn causes the increase of joint reliability?,Yes,B_D,maker voucher,solder builds,joint reliability
160,Will the increase of mountain pass directly cause terrain sense during ridge hikes?,No,Will mountain pass cause the increase of ridge hikes which in turn causes the increase of terrain sense?,Yes,B_D,mountain pass,ridge hikes,terrain sense
161,Will the increase of kitchen lease directly cause timing intuition during baking batches?,No,Will kitchen lease cause the increase of baking batches which in turn causes the increase of timing intuition?,Yes,B_D,kitchen lease,baking batches,timing intuition
162,Will the increase of rink access directly cause balance confidence during skating loops?,No,Will rink access cause the increase of skating loops which in turn causes the increase of balance confidence?,Yes,B_D,rink access,skating loops,balance confidence
163,Will the increase of stage voucher directly cause expression control during scene takes?,No,Will stage voucher cause the increase of scene takes which in turn causes the increase of expression control?,Yes,B_D,stage voucher,scene takes,expression control
164,Will the increase of language credits directly cause speaking comfort during partner calls?,No,Will language credits cause the increase of partner calls which in turn causes the increase of speaking comfort?,Yes,B_D,language credits,partner calls,speaking comfort
165,Will the increase of pool entry directly cause breath capacity during lap circuits?,No,Will pool entry cause the increase of lap circuits which in turn causes the increase of breath capacity?,Yes,B_D,pool entry,lap circuits,breath capacity
166,Will the increase of studio schedule directly cause composition sense during photo shoots?,No,Will studio schedule cause the increase of photo shoots which in turn causes the increase of composition sense?,Yes,B_D,studio schedule,photo shoots,composition sense
167,Will the increase of farm permit directly cause packing speed during sorting shifts?,No,Will farm permit cause the increase of sorting shifts which in turn causes the increase of packing speed?,Yes,B_D,farm permit,sorting shifts,packing speed
168,Will the increase of gym pass directly cause grip endurance during climb routes?,No,Will gym pass cause the increase of climb routes which in turn causes the increase of grip endurance?,Yes,B_D,gym pass,climb routes,grip endurance
169,Will the increase of bus subsidy directly cause route familiarity during commute rides?,No,Will bus subsidy cause the increase of commute rides which in turn causes the increase of route familiarity?,Yes,B_D,bus subsidy,commute rides,route familiarity
170,Will the increase of press pass directly cause question skill during interview turns?,No,Will press pass cause the increase of interview turns which in turn causes the increase of question skill?,Yes,B_D,press pass,interview turns,question skill
171,Will the increase of debate entry directly cause argument agility during debate rounds?,No,Will debate entry cause the increase of debate rounds which in turn causes the increase of argument agility?,Yes,B_D,debate entry,debate rounds,argument agility
172,Will the increase of dock permit directly cause tack judgment during sailing trips?,No,Will dock permit cause the increase of sailing trips which in turn causes the increase of tack judgment?,Yes,B_D,dock permit,sailing trips,tack judgment
173,Will the increase of café membership directly cause flavor judgment during tasting visits?,No,Will café membership cause the increase of tasting visits which in turn causes the increase of flavor judgment?,Yes,B_D,café membership,tasting visits,flavor judgment
174,Will the increase of museum badge directly cause era knowledge during history walks?,No,Will museum badge cause the increase of history walks which in turn causes the increase of era knowledge?,Yes,B_D,museum badge,history walks,era knowledge
