Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
145,Will the increase of camera purchases cause subway platform delays during travel expo week?,No,Will travel expo week cause the increase of camera purchases and subway platform delays?,Yes,B_D,camera purchases,subway platform delays,travel expo week
146,Will the increase of smoothie blender rentals cause power socket failures during nutrition fair?,No,Will nutrition fair cause the increase of smoothie blender rentals and power socket failures?,Yes,B_D,smoothie blender rentals,power socket failures,nutrition fair
147,Will the increase of air ticket sales cause parking shortages during international air show?,No,Will international air show cause the increase of air ticket sales and parking shortages?,Yes,B_D,air ticket sales,parking shortages,international air show
148,Will the increase of horse saddle sales cause vet clinic checkups during equestrian show?,No,Will equestrian show cause the increase of horse saddle sales and vet clinic checkups?,Yes,B_D,horse saddle sales,vet clinic checkups,equestrian show
149,Will the increase of fishing bait sales cause coast guard alerts during fishing safety?,No,Will fishing safety cause the increase of fishing bait sales and coast guard alerts?,Yes,B_D,fishing bait sales,coast guard alerts,fishing safety
150,Will the increase of car rally ticket sales cause noise ordinance waivers during motorsport?,No,Will motorsport cause the increase of car rally ticket sales and noise ordinance waivers?,Yes,B_D,car rally ticket sales,noise ordinance waivers,motorsport
151,Will the increase of camping lantern sales cause forest ranger patrols during wilderness safety?,No,Will wilderness safety cause the increase of camping lantern sales and forest ranger patrols?,Yes,B_D,camping lantern sales,forest ranger patrols,wilderness safety
152,Will the increase of smart garden kit sales cause pest control visits during city gardening?,No,Will city gardening cause the increase of smart garden kit sales and pest control visits?,Yes,B_D,smart garden kit sales,pest control visits,city gardening
153,Will the increase of bread machine sales cause yeast shortage complaints during home baking month?,No,Will home baking month cause the increase of bread machine sales and yeast shortage complaints?,Yes,B_D,bread machine sales,yeast shortage complaints,home baking month
154,Will the increase of artisan bread sales cause oven malfunction reports during farmers bread fair?,No,Will farmers bread fair cause the increase of artisan bread sales and oven malfunction reports?,Yes,B_D,artisan bread sales,oven malfunction reports,farmers bread fair
155,Will the increase of festival wristband sales cause longer bathroom lines during folk festival?,No,Will folk festival cause the increase of festival wristband sales and longer bathroom lines?,Yes,B_D,festival wristband sales,longer bathroom lines,folk festival
156,Will the increase of cultural food tour bookings cause taxi delays during international gastronomy month?,No,Will international gastronomy month cause the increase of cultural food tour bookings and taxi delays?,Yes,B_D,cultural food tour bookings,taxi delays,international gastronomy month
157,Will the increase of tablet purchases cause library Wi-Fi failures during digital learning week?,No,Will digital learning week cause the increase of tablet purchases and library Wi-Fi failures?,Yes,B_D,tablet purchases,library Wi-Fi failures,digital learning week
158,Will the increase of yoga class enrollments cause mat shortage notices during wellness retreat?,No,Will wellness retreat cause the increase of yoga class enrollments and mat shortage notices?,Yes,B_D,yoga class enrollments,mat shortage notices,wellness retreat
159,Will the increase of rain poncho sales cause subway stair accidents during typhoon alert days?,No,Will typhoon alert days cause the increase of rain poncho sales and subway stair accidents?,Yes,B_D,rain poncho sales,subway stair accidents,typhoon alert days
160,Will the increase of eco-friendly detergent sales cause recycling center overloads during zero waste month?,No,Will zero waste month cause the increase of eco-friendly detergent sales and recycling center overloads?,Yes,B_D,eco-friendly detergent sales,recycling center overloads,zero waste month
161,Will the increase of marathon registration fees cause sports drink shortages during charity marathon?,No,Will charity marathon cause the increase of marathon registration fees and sports drink shortages?,Yes,B_D,marathon registration fees,sports drink shortages,charity marathon
162,Will the increase of photo booth signups cause ticket scanning errors during wedding showcase?,No,Will wedding showcase cause the increase of photo booth signups and ticket scanning errors?,Yes,B_D,photo booth signups,ticket scanning errors,wedding showcase
163,Will the increase of graduation gown rentals cause auditorium power outages during convocation ceremony?,No,Will convocation ceremony cause the increase of graduation gown rentals and auditorium power outages?,Yes,B_D,graduation gown rentals,auditorium power outages,convocation ceremony
164,Will the increase of mountain trail pass sales cause rescue drone deployments during alpine hiking?,No,Will alpine hiking cause the increase of mountain trail pass sales and rescue drone deployments?,Yes,B_D,mountain trail pass sales,rescue drone deployments,alpine hiking
165,Will the increase of conference badge sales cause translation booth shortages during international summit?,No,Will international summit cause the increase of conference badge sales and translation booth shortages?,Yes,B_D,conference badge sales,translation booth shortages,international summit
166,Will the increase of ice carving tool sales cause frostbite reports during snow sculpting?,No,Will snow sculpting cause the increase of ice carving tool sales and frostbite reports?,Yes,B_D,ice carving tool sales,frostbite reports,snow sculpting
167,Will the increase of guitar string sales cause stage collapse alerts during open mic?,No,Will open mic cause the increase of guitar string sales and stage collapse alerts?,Yes,B_D,guitar string sales,stage collapse alerts,open mic
168,Will the increase of eco-coffee cup sales cause dishwasher backlog during sustainability cafe?,No,Will sustainability cafe cause the increase of eco-coffee cup sales and dishwasher backlog?,Yes,B_D,eco-coffee cup sales,dishwasher backlog,sustainability cafe
169,Will the increase of painting kit sales cause parking garage congestion during arts and crafts?,No,Will arts and crafts cause the increase of painting kit sales and parking garage congestion?,Yes,B_D,painting kit sales,parking garage congestion,arts and crafts
